experience,test_score,form_time,follow_ups,is_referred,resume_score,timezone_diff,past_startups,email_response_delay,final_ctc_expectation,dropout
-0.5259686160062795,0.11077506463927048,-1.2037309403034093,2,1,-0.7209769184920368,12,0,-1.0650452382326403,-0.5183204129531389,0
2.15684417322992,-1.481616489550241,-0.33120703128070667,2,0,2.1152264166934835,2,3,-0.4205943819572791,1.1702256925201837,0
0.3665419378931648,0.3184783108379026,-0.16625993187182095,1,0,-0.14471652353384795,5,2,0.0820275213926164,-0.517055584409713,0
-0.05594826513615791,0.5261815570365347,-1.2237712421007507,3,0,0.7773001083992541,1,0,1.1519652364443742,0.040733803241024866,0
-0.8428362682782716,0.4569471416369907,-0.534693172607556,1,0,-1.006601635993052,6,2,0.29601506440296804,-0.09966216507922886,0
-0.8428362682782716,1.0108224648333424,-0.8630458097486085,0,0,-0.8562728373083072,12,0,-0.8411047862450629,1.5661170266124311,0
-0.9590210741113354,0.8031192186347101,-0.13234557498401286,1,1,-0.6658563589742968,3,0,-0.36087692809392513,-0.6334198104048783,0
1.100618665656613,0.3877127262374466,-0.02597781929043257,2,0,0.7121576289691981,8,0,1.8685746828046215,-1.1292325994277566,0
-0.050667137598291376,-0.1661625969589057,-0.8630458097486085,1,0,-1.006601635993052,9,3,-0.6395583794562435,-0.9357138322836229,0
0.2767627697494337,-1.827788566547961,1.1456090550156703,0,0,0.010623235107055026,8,1,-0.2737889745432006,-0.07310076566728883,0
-1.0012700944142676,0.3184783108379026,-0.22946396061728178,1,0,-0.47042892068412856,6,1,2.4106971936578816,-1.1975333407727449,0
2.6796757994787073,0.11077506463927048,-0.8337561378909559,1,1,2.3357086547644426,11,0,0.5174672891462387,-0.6865426092287583,0
0.862967926452619,0.1800094800388145,-1.2453531055748104,1,0,0.36139043203812654,7,1,0.5821611974982054,-0.18567050603217708,0
-0.7689004827481402,-1.412382074150697,0.03414308610159121,1,0,-0.3050672421309092,2,0,-0.7714344234044833,-0.8256737490055862,0
-0.8111495030510724,-1.2046788279520648,0.32549824300139846,2,0,-0.9715249162999449,10,0,-0.46538247235479446,0.07614900245694488,0
-0.8058683755132059,1.0108224648333424,-0.6734337235122261,0,0,-1.006601635993052,4,1,-1.0252336023237376,0.5808155912838029,0
-0.6368722943014767,-0.1661625969589057,-0.09843121809620455,1,0,-0.5706481198072918,1,1,0.027286522017875372,0.22666359912460451,0
-0.23550660142362015,0.5954159724360788,2.113709787994924,0,0,0.12587531409869276,9,4,-0.9953748753920606,-1.1899443695121907,0
-0.42562719278681543,-0.09692818155936166,0.8650448298528931,0,0,0.7522453086184632,6,0,1.1171300550240841,-0.18187602040190004,0
-0.657996804452943,-0.09692818155936166,-1.3810105331260434,2,0,-0.2449357226570112,12,1,0.9628599658770868,-0.10472147925293158,0
-0.024261499908958793,0.8723536340342541,-0.8414639462745487,3,0,0.5217411506351877,7,0,-0.1842127937481698,-0.5727080403204443,0
-0.8639607784297377,-0.6508035047557132,-0.3774538815822633,1,0,-1.006601635993052,8,2,-0.9431221032616259,0.06097105993583624,1
-0.657996804452943,-0.02769376615981762,-0.1724261785786953,2,0,-1.006601635993052,10,3,-1.09988041965293,0.0217613750896394,0
-0.5418119986198792,-0.5815690893561692,-0.07530779294542614,2,0,-0.5205385202457102,10,0,0.8508897398832981,-0.3387147597866881,0
-0.3780970449460166,-0.5815690893561692,0.24071235078187772,2,1,-0.3401439618240163,6,0,0.007380704063424046,-0.9546862604350087,0
0.604192677097159,-0.44310025855708113,-0.34662264804789217,0,1,-0.004409644761419366,9,3,0.4129617448853694,-0.281797475332531,0
-0.7847438653617398,0.11077506463927048,-0.2310055222940003,3,0,-0.8713057171767816,9,1,-0.6818582426094525,2.4317340610194003,0
-0.26191223911295286,-0.5815690893561692,0.9498307220724138,1,0,-0.08458500405994994,12,0,-0.24641847485583013,-0.5802970115809984,0
-0.07179164774975753,1.2185257110319745,0.05726651125236961,1,0,0.07576571453711133,7,1,0.5796729702538991,1.090541494284364,0
-0.9695833291870685,-0.9969755817534335,-1.0850306911960805,0,0,-0.7059440386235623,11,0,-0.36087692809392513,-0.22108570524809687,0
-0.03482375498469176,-0.304631427757993,-0.1400533833676055,1,1,0.07576571453711133,8,0,0.012357158552036767,-0.8446461771569719,0
-0.8269928856646721,-0.5815690893561692,-0.3743707582288261,0,0,-1.006601635993052,5,0,0.8085898767300891,-0.5082017846057332,0
-0.9537399465734688,1.4262289572306066,-1.360970231328702,0,0,-1.006601635993052,11,2,-0.8311518772678372,-0.272943675528551,0
2.1198762804648545,0.11077506463927048,-0.08455716300573755,1,1,1.3736043431820755,11,0,-1.0476276475224953,0.4846886219834492,0
2.537085355956311,0.9415880494337983,-1.0264513474807755,2,1,3.2677472066098607,9,1,-0.18918924823678263,2.4317340610194003,0
0.7203774829302225,-1.620085320349329,0.976037270576629,2,0,0.6570370694514581,1,1,-1.052604102011108,-0.20590776272698846,0
-0.6368722943014767,0.1800094800388145,0.2237551723379737,1,0,-0.7560536381851439,1,2,0.6767138327818492,-1.062196686626194,0
-0.9114909262705366,0.8031192186347101,-1.1096956780235776,2,0,-1.006601635993052,3,1,0.4477969263056591,-1.227889225814962,0
0.19754585668143576,-0.02769376615981762,0.8989591867407012,2,0,1.6191413810338258,8,1,1.5227110958460297,-0.6017990968192355,0
-0.4097838101732158,1.0108224648333424,1.692863450250758,2,1,-0.9615029963876286,6,0,0.13676852076735743,-1.0153980305194428,0
-0.8850852885812039,-0.6508035047557132,-0.4838216372758436,0,1,-1.006601635993052,1,0,-1.045139420278189,0.35567611055402687,0
-0.2988801318780185,1.3569945418310625,-0.3789954432589818,1,0,-0.11465076379689895,7,4,-0.768946196160177,0.36452991035800686,0
-0.985426711800668,1.9801042804269582,0.737095210685253,3,0,-0.6708673189304551,10,2,0.9205601027238778,-0.3867782444368649,0
1.5125466136102028,-0.44310025855708113,1.5340825975487467,1,1,1.87971129875405,6,3,-0.9057986945970297,0.4872182790703006,0
-0.7055269522937418,-0.5815690893561692,-1.2962246409065228,1,0,0.20103971344106542,8,2,0.3582207455106284,-0.19578913437958279,0
0.1236100711513042,1.4262289572306066,-1.0588241426918652,1,0,0.3363356322573358,7,0,0.7538488773553481,2.4317340610194003,0
-0.6263100392257437,1.564697788029694,-0.617937503150358,1,0,-1.006601635993052,2,0,-0.6345819249676307,0.4454789371372519,0
-0.24606885649935323,-0.6508035047557132,-0.5331516109308374,1,0,-0.4002754812979143,0,2,-0.6470230611891626,0.8388406141426481,0
-0.18797645358282128,-0.5123346739566251,0.6923899220604147,0,0,-0.05953020427915921,1,0,-0.11703065815189663,-1.1519995132094192,0
-0.8058683755132059,-0.37386584315753707,1.5448735292857765,1,0,0.23611643313417247,12,0,1.3261411435458232,-1.0356352872142542,0
2.669113544402974,-1.481616489550241,1.6990296969576322,2,0,1.7945249794993612,1,1,-0.8162225138019988,0.25575465562339544,0
0.5513814017184936,-1.0662099971529768,-1.3023908876133972,2,0,1.0929905856372186,3,3,2.3935906313532747,-1.1899443695121907,0
1.9403179441773926,-1.1354444125525207,-0.8969601666364168,0,0,1.8947441786225245,5,0,0.004892476819117686,-0.7384005795092122,0
1.354112787474207,-0.9277411663538895,-0.7551364923783096,3,0,1.6692509805954072,3,1,2.4106971936578816,1.3283292604483974,0
-0.06122939267402445,-0.1661625969589057,-0.9000432899898538,1,0,-0.14471652353384795,8,0,-1.015280693346512,-0.7523136934868951,0
1.670980439746199,0.1800094800388145,0.21913048730781814,1,1,1.1280673053303254,3,2,-0.9630279212160772,-1.0520780582787883,0
-0.9220531813462697,1.4954633726301505,0.3732866549796738,2,0,-0.5355714001141847,5,0,1.0474596921835049,0.5011313930479833,0
-0.7900249928996063,-1.1354444125525207,-0.24487957738446756,2,0,-0.4604070007718122,5,0,1.3559998704775,2.4317340610194003,0
-0.9748644567249349,0.9415880494337983,-0.3358317163108622,3,0,-0.4754398806402867,9,1,-0.3982003367585213,-0.8497054913306747,0
-0.6051855290742776,-0.304631427757993,-0.5840231462625498,1,1,-0.6207577193688735,10,0,0.42540288110690144,1.4130727728579202,0
-0.5048441058548134,-0.1661625969589057,-0.4915294456594365,2,0,-0.8161851576590419,9,1,1.3833703701648705,-0.9180062326756631,0
-0.6896835696801421,0.5954159724360788,2.087503239490708,0,0,-1.006601635993052,0,0,-1.0774863744541723,-0.3576871879380735,0
0.8418434163011529,-1.273913243351609,0.5752312346298044,2,0,1.1731659449357488,7,0,-0.0697543405100749,-0.3197423316353024,1
-0.5576553812334787,0.3184783108379026,-0.5547334744048972,2,0,-0.3501658817363326,11,0,1.2564707807052435,-0.8345275488095663,0
-0.6738401870665426,0.041540649239726425,-0.3543304564314849,1,0,-1.006601635993052,2,0,-0.5002176537750843,0.8072199005570053,0
-0.19853870865855436,0.3877127262374466,0.24842015916547064,0,0,-0.4904727605087612,12,0,-0.6843464698537589,-1.1861498838819136,0
-0.8639607784297377,0.1800094800388145,-1.1096956780235776,2,0,-1.006601635993052,5,1,0.843425058150379,-0.06677662295016043,0
0.6886907177030236,1.9801042804269582,-0.10305590312636038,0,0,-0.12467268370921529,2,2,-0.6221407887460986,1.1373401503911156,0
-0.9431776914977359,-0.7892723355548014,0.4950700274404396,0,0,-1.006601635993052,10,0,-1.1272509193403006,0.6807370462144343,0
3.5563429707645517,-0.6508035047557132,0.3147073112643685,2,0,2.7666512109940453,1,0,2.4106971936578816,0.2709325981445041,0
0.5408191466427604,-0.7200379201552572,-0.8861692348993868,1,0,0.2711931528272795,4,2,-0.01750156837964,2.1909423270647315,1
-0.7900249928996063,-0.6508035047557132,-0.7751767941756509,2,0,-1.006601635993052,0,0,0.9976951472973766,-0.44749001452129905,0
-1.0171134770278674,-0.7892723355548014,-1.3810105331260434,1,0,-1.006601635993052,8,1,1.0375067832062794,-1.1810905697082106,1
